U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.584;0.578;0.574;0.571;0.558;2.865;98.383;0.98383
0.584;0.578;0.574;0.571;0.558;2.865;98.359;0.98359
0.584;0.578;0.574;0.572;0.558;2.866;98.339;0.98339
0.584;0.578;0.574;0.571;0.558;2.865;98.295;0.98295
0.584;0.578;0.574;0.571;0.558;2.865;98.266;0.98266
0.584;0.578;0.574;0.571;0.558;2.865;98.227;0.98227
0.584;0.578;0.574;0.571;0.558;2.865;98.197;0.98197
0.584;0.578;0.574;0.572;0.559;2.867;98.188;0.98188
0.584;0.579;0.574;0.572;0.558;2.867;98.193;0.98193
0.584;0.578;0.575;0.572;0.559;2.868;98.163;0.98163
0.584;0.579;0.574;0.572;0.559;2.868;98.124;0.98124
0.585;0.579;0.575;0.572;0.559;2.87;98.129;0.98129
0.585;0.579;0.575;0.572;0.559;2.87;98.105;0.98105
0.585;0.579;0.575;0.572;0.559;2.87;98.095;0.98095
0.585;0.579;0.575;0.572;0.559;2.87;98.075;0.98075
0.585;0.579;0.575;0.572;0.559;2.87;98.012;0.98012
0.585;0.579;0.575;0.572;0.559;2.87;97.997;0.97997
0.585;0.579;0.575;0.573;0.56;2.872;98.012;0.98012
0.585;0.579;0.575;0.573;0.56;2.872;97.997;0.97997
0.585;0.579;0.575;0.573;0.56;2.872;97.997;0.97997
0.585;0.579;0.576;0.573;0.56;2.873;97.934;0.97934
0.585;0.58;0.576;0.573;0.56;2.874;97.924;0.97924
0.586;0.58;0.576;0.573;0.56;2.875;97.9;0.979
0.585;0.58;0.576;0.573;0.56;2.874;97.9;0.979
0.586;0.58;0.576;0.573;0.56;2.875;97.89;0.9789
0.586;0.58;0.576;0.573;0.56;2.875;97.831;0.97831
0.585;0.58;0.576;0.573;0.56;2.874;97.816;0.97816
0.585;0.58;0.575;0.573;0.56;2.873;97.807;0.97807
0.586;0.58;0.575;0.573;0.56;2.874;97.802;0.97802
0.586;0.58;0.576;0.573;0.56;2.875;97.777;0.97777
0.586;0.58;0.576;0.573;0.56;2.875;97.743;0.97743
0.586;0.58;0.576;0.573;0.56;2.875;97.743;0.97743
0.586;0.58;0.576;0.573;0.56;2.875;97.729;0.97729
0.586;0.58;0.576;0.574;0.561;2.877;97.694;0.97694
0.586;0.58;0.577;0.574;0.561;2.878;97.694;0.97694
0.587;0.58;0.577;0.574;0.561;2.879;97.636;0.97636
0.587;0.581;0.577;0.574;0.561;2.88;97.626;0.97626
0.587;0.581;0.577;0.574;0.561;2.88;97.602;0.97602
0.587;0.581;0.577;0.574;0.561;2.88;97.602;0.97602
0.587;0.581;0.577;0.574;0.561;2.88;97.572;0.97572
0.587;0.581;0.577;0.574;0.561;2.88;97.523;0.97523
0.587;0.581;0.577;0.574;0.561;2.88;97.528;0.97528
0.587;0.581;0.577;0.574;0.561;2.88;97.509;0.97509
0.587;0.581;0.577;0.574;0.561;2.88;97.48;0.9748
0.587;0.581;0.577;0.575;0.561;2.881;97.436;0.97436
0.587;0.581;0.577;0.575;0.562;2.882;97.431;0.97431
0.587;0.581;0.577;0.575;0.561;2.881;97.44;0.9744
0.587;0.581;0.577;0.575;0.562;2.882;97.426;0.97426
0.587;0.581;0.577;0.575;0.562;2.882;97.411;0.97411
0.587;0.581;0.577;0.575;0.562;2.882;97.387;0.97387
0.587;0.581;0.577;0.575;0.562;2.882;97.343;0.97343
0.587;0.581;0.578;0.575;0.562;2.883;97.323;0.97323
0.588;0.582;0.578;0.575;0.562;2.885;97.323;0.97323
0.588;0.581;0.578;0.575;0.562;2.884;97.309;0.97309
0.588;0.582;0.578;0.575;0.562;2.885;97.265;0.97265
0.588;0.582;0.578;0.575;0.562;2.885;97.235;0.97235
0.588;0.582;0.578;0.575;0.562;2.885;97.23;0.9723
0.588;0.582;0.578;0.575;0.562;2.885;97.23;0.9723
0.588;0.582;0.578;0.575;0.562;2.885;97.196;0.97196
0.588;0.582;0.578;0.576;0.562;2.886;97.172;0.97172
0.588;0.582;0.578;0.575;0.562;2.885;97.123;0.97123
0.588;0.582;0.578;0.576;0.562;2.886;97.133;0.97133
0.588;0.582;0.578;0.575;0.563;2.886;97.113;0.97113
0.588;0.582;0.578;0.576;0.563;2.887;97.103;0.97103
0.588;0.582;0.578;0.576;0.563;2.887;97.108;0.97108
0.588;0.582;0.578;0.576;0.563;2.887;97.079;0.97079
0.589;0.582;0.578;0.576;0.563;2.888;97.03;0.9703
0.588;0.583;0.578;0.576;0.563;2.888;96.996;0.96996
0.588;0.583;0.578;0.576;0.563;2.888;97.006;0.97006
0.589;0.583;0.578;0.576;0.563;2.889;96.986;0.96986
0.589;0.583;0.579;0.576;0.563;2.89;96.932;0.96932
0.589;0.583;0.579;0.576;0.563;2.89;96.923;0.96923
0.589;0.583;0.579;0.576;0.563;2.89;96.923;0.96923
0.589;0.583;0.579;0.577;0.563;2.891;96.893;0.96893
0.589;0.583;0.579;0.577;0.563;2.891;96.879;0.96879
0.589;0.583;0.579;0.577;0.563;2.891;96.835;0.96835
0.589;0.583;0.579;0.576;0.563;2.89;96.815;0.96815
0.589;0.583;0.579;0.577;0.564;2.892;96.815;0.96815
0.589;0.583;0.579;0.577;0.564;2.892;96.791;0.96791
0.59;0.583;0.579;0.577;0.564;2.893;96.737;0.96737
0.589;0.584;0.579;0.577;0.564;2.893;96.727;0.96727
0.59;0.583;0.579;0.577;0.564;2.893;96.722;0.96722
0.59;0.584;0.579;0.577;0.564;2.894;96.698;0.96698
0.59;0.584;0.579;0.577;0.564;2.894;96.649;0.96649
0.59;0.584;0.58;0.577;0.564;2.895;96.63;0.9663
0.59;0.583;0.579;0.577;0.564;2.893;96.635;0.96635
0.59;0.583;0.579;0.577;0.564;2.893;96.63;0.9663
0.59;0.583;0.579;0.577;0.564;2.893;96.615;0.96615
0.59;0.583;0.58;0.577;0.564;2.894;96.576;0.96576
0.59;0.584;0.58;0.578;0.565;2.897;96.532;0.96532
0.59;0.583;0.579;0.577;0.564;2.893;96.537;0.96537
0.59;0.584;0.58;0.577;0.564;2.895;96.527;0.96527
0.59;0.584;0.579;0.577;0.565;2.895;96.512;0.96512
0.59;0.584;0.58;0.577;0.565;2.896;96.469;0.96469
0.589;0.584;0.58;0.578;0.565;2.896;96.434;0.96434
0.59;0.584;0.58;0.578;0.565;2.897;96.429;0.96429
0.59;0.584;0.58;0.578;0.565;2.897;96.405;0.96405
0.59;0.584;0.58;0.578;0.565;2.897;96.39;0.9639
0.59;0.584;0.58;0.578;0.565;2.897;96.4;0.964
0.59;0.584;0.58;0.578;0.565;2.897;96.376;0.96376
0.591;0.584;0.58;0.579;0.565;2.899;96.322;0.96322
0.591;0.584;0.58;0.579;0.565;2.899;96.298;0.96298
0.591;0.584;0.58;0.579;0.565;2.899;96.293;0.96293
0.591;0.584;0.58;0.579;0.565;2.899;96.302;0.96302
0.591;0.584;0.58;0.579;0.566;2.9;96.278;0.96278
0.591;0.584;0.58;0.579;0.566;2.9;96.239;0.96239
0.591;0.584;0.58;0.579;0.566;2.9;96.239;0.96239
0.592;0.585;0.581;0.579;0.566;2.903;96.195;0.96195
0.592;0.585;0.581;0.579;0.566;2.903;96.171;0.96171
0.592;0.585;0.581;0.579;0.566;2.903;96.141;0.96141
0.592;0.585;0.581;0.579;0.566;2.903;96.141;0.96141
0.592;0.585;0.581;0.579;0.566;2.903;96.136;0.96136
0.592;0.585;0.581;0.579;0.566;2.903;96.083;0.96083
0.592;0.585;0.581;0.579;0.566;2.903;96.073;0.96073
0.592;0.585;0.581;0.58;0.566;2.904;96.049;0.96049
0.592;0.585;0.581;0.58;0.566;2.904;96.029;0.96029
0.592;0.585;0.581;0.58;0.566;2.904;95.97;0.9597
0.593;0.585;0.581;0.58;0.566;2.905;95.98;0.9598
0.592;0.585;0.581;0.58;0.566;2.904;95.97;0.9597
0.593;0.585;0.581;0.58;0.567;2.906;95.941;0.95941
0.593;0.585;0.581;0.58;0.567;2.906;95.941;0.95941
0.593;0.585;0.581;0.58;0.567;2.906;95.931;0.95931
0.593;0.586;0.582;0.58;0.567;2.908;95.907;0.95907
0.593;0.585;0.581;0.58;0.567;2.906;95.902;0.95902
0.593;0.585;0.582;0.58;0.567;2.907;95.868;0.95868
0.593;0.585;0.582;0.58;0.567;2.907;95.848;0.95848
0.593;0.586;0.582;0.58;0.567;2.908;95.834;0.95834
0.593;0.586;0.582;0.58;0.567;2.908;95.79;0.9579
0.593;0.586;0.582;0.58;0.567;2.908;95.77;0.9577
0.593;0.586;0.582;0.58;0.567;2.908;95.746;0.95746
0.593;0.586;0.582;0.58;0.567;2.908;95.751;0.95751
0.593;0.586;0.582;0.58;0.567;2.908;95.726;0.95726
0.594;0.586;0.582;0.58;0.567;2.909;95.702;0.95702
0.594;0.586;0.582;0.581;0.567;2.91;95.677;0.95677
0.593;0.586;0.582;0.58;0.567;2.908;95.697;0.95697
0.594;0.586;0.582;0.581;0.568;2.911;95.643;0.95643
0.593;0.586;0.582;0.58;0.567;2.908;95.589;0.95589
0.594;0.586;0.582;0.581;0.567;2.91;95.594;0.95594
0.594;0.586;0.582;0.58;0.568;2.91;95.594;0.95594
0.594;0.586;0.582;0.58;0.568;2.91;95.57;0.9557
0.594;0.586;0.582;0.581;0.568;2.911;95.536;0.95536
0.594;0.586;0.582;0.581;0.568;2.911;95.501;0.95501
0.594;0.586;0.582;0.581;0.568;2.911;95.492;0.95492
0.594;0.586;0.582;0.581;0.568;2.911;95.462;0.95462
0.594;0.586;0.582;0.581;0.568;2.911;95.448;0.95448
0.594;0.586;0.582;0.581;0.568;2.911;95.453;0.95453
0.594;0.586;0.582;0.581;0.568;2.911;95.438;0.95438
0.594;0.586;0.582;0.58;0.568;2.91;95.389;0.95389
0.594;0.586;0.582;0.581;0.567;2.91;95.389;0.95389
0.594;0.586;0.582;0.581;0.568;2.911;95.36;0.9536
0.594;0.586;0.582;0.581;0.568;2.911;95.355;0.95355
0.594;0.586;0.582;0.581;0.568;2.911;95.34;0.9534
0.594;0.586;0.582;0.581;0.568;2.911;95.272;0.95272
0.594;0.587;0.582;0.581;0.568;2.912;95.248;0.95248
0.594;0.586;0.582;0.581;0.568;2.911;95.257;0.95257
0.594;0.586;0.582;0.581;0.568;2.911;95.262;0.95262
0.594;0.586;0.582;0.582;0.568;2.912;95.248;0.95248
0.594;0.587;0.582;0.581;0.568;2.912;95.189;0.95189
0.594;0.586;0.582;0.582;0.568;2.912;95.155;0.95155
0.594;0.587;0.583;0.582;0.569;2.915;95.16;0.9516
0.594;0.587;0.583;0.582;0.568;2.914;95.13;0.9513
0.594;0.587;0.583;0.582;0.568;2.914;95.072;0.95072
0.594;0.586;0.583;0.582;0.568;2.913;95.081;0.95081
0.594;0.587;0.583;0.582;0.568;2.914;95.062;0.95062
0.594;0.587;0.583;0.582;0.569;2.915;95.057;0.95057
0.594;0.587;0.583;0.582;0.568;2.914;95.062;0.95062
0.594;0.587;0.583;0.582;0.569;2.915;95.033;0.95033
0.594;0.587;0.584;0.582;0.569;2.916;94.979;0.94979
0.595;0.587;0.584;0.582;0.569;2.917;94.969;0.94969
0.595;0.587;0.584;0.582;0.569;2.917;94.959;0.94959
0.595;0.587;0.584;0.583;0.569;2.918;94.95;0.9495
0.595;0.587;0.584;0.583;0.569;2.918;94.876;0.94876
0.595;0.587;0.584;0.583;0.569;2.918;94.896;0.94896
0.595;0.587;0.584;0.583;0.57;2.919;94.881;0.94881
0.594;0.588;0.584;0.583;0.57;2.919;94.857;0.94857
0.595;0.587;0.584;0.583;0.57;2.919;94.837;0.94837
0.595;0.588;0.584;0.583;0.57;2.92;94.832;0.94832
0.595;0.588;0.584;0.583;0.57;2.92;94.779;0.94779
0.595;0.588;0.585;0.583;0.57;2.921;94.769;0.94769
0.595;0.588;0.584;0.583;0.57;2.92;94.764;0.94764
0.595;0.588;0.585;0.583;0.57;2.921;94.764;0.94764
0.595;0.588;0.585;0.583;0.57;2.921;94.74;0.9474
0.595;0.588;0.585;0.583;0.57;2.921;94.696;0.94696
0.596;0.589;0.585;0.584;0.57;2.924;94.681;0.94681
0.596;0.589;0.585;0.584;0.57;2.924;94.666;0.94666
0.596;0.589;0.585;0.584;0.57;2.924;94.637;0.94637
0.596;0.589;0.585;0.584;0.57;2.924;94.593;0.94593
0.596;0.589;0.585;0.584;0.571;2.925;94.598;0.94598
0.596;0.589;0.585;0.584;0.571;2.925;94.574;0.94574
0.596;0.589;0.585;0.584;0.571;2.925;94.554;0.94554
0.596;0.589;0.585;0.584;0.571;2.925;94.549;0.94549
0.596;0.589;0.586;0.584;0.571;2.926;94.495;0.94495
0.596;0.589;0.586;0.584;0.571;2.926;94.491;0.94491
0.596;0.589;0.585;0.583;0.571;2.924;94.491;0.94491
0.596;0.589;0.585;0.584;0.57;2.924;94.476;0.94476
0.596;0.589;0.585;0.584;0.571;2.925;94.451;0.94451
0.596;0.589;0.585;0.584;0.571;2.925;94.447;0.94447
0.596;0.59;0.586;0.584;0.571;2.927;94.388;0.94388
0.596;0.59;0.585;0.584;0.571;2.926;94.388;0.94388
0.596;0.59;0.586;0.584;0.571;2.927;94.383;0.94383
0.596;0.59;0.586;0.584;0.571;2.927;94.354;0.94354
0.597;0.59;0.586;0.584;0.572;2.929;94.295;0.94295
0.597;0.59;0.586;0.584;0.571;2.928;94.285;0.94285
0.597;0.59;0.586;0.585;0.572;2.93;94.285;0.94285
0.597;0.59;0.586;0.585;0.572;2.93;94.281;0.94281
0.597;0.591;0.587;0.585;0.572;2.932;94.246;0.94246
0.597;0.591;0.587;0.585;0.572;2.932;94.197;0.94197
0.597;0.591;0.587;0.585;0.572;2.932;94.188;0.94188
0.597;0.591;0.587;0.585;0.572;2.932;94.188;0.94188
0.597;0.591;0.587;0.585;0.572;2.932;94.183;0.94183
0.597;0.591;0.587;0.585;0.572;2.932;94.139;0.94139
0.598;0.591;0.587;0.585;0.572;2.933;94.154;0.94154
0.598;0.591;0.587;0.585;0.572;2.933;94.124;0.94124
0.598;0.591;0.587;0.585;0.572;2.933;94.09;0.9409
0.598;0.591;0.587;0.585;0.572;2.933;94.095;0.94095
0.598;0.591;0.587;0.585;0.573;2.934;94.085;0.94085
0.598;0.591;0.587;0.585;0.573;2.934;94.07;0.9407
0.598;0.591;0.587;0.585;0.573;2.934;94.007;0.94007
0.598;0.591;0.588;0.586;0.573;2.936;94.012;0.94012
0.597;0.592;0.588;0.586;0.573;2.936;93.978;0.93978
0.598;0.592;0.588;0.586;0.573;2.937;93.944;0.93944
0.599;0.592;0.588;0.586;0.573;2.938;93.939;0.93939
0.599;0.592;0.588;0.586;0.573;2.938;93.929;0.93929
0.599;0.592;0.588;0.586;0.573;2.938;93.895;0.93895
0.599;0.592;0.588;0.586;0.573;2.938;93.895;0.93895
0.599;0.592;0.588;0.586;0.573;2.938;93.895;0.93895
0.599;0.592;0.588;0.586;0.573;2.938;93.851;0.93851
0.598;0.591;0.587;0.585;0.573;2.934;93.826;0.93826
0.599;0.592;0.588;0.586;0.573;2.938;93.817;0.93817
0.599;0.592;0.588;0.586;0.573;2.938;93.787;0.93787
0.599;0.592;0.588;0.586;0.573;2.938;93.743;0.93743
0.599;0.592;0.588;0.586;0.574;2.939;93.763;0.93763
0.599;0.592;0.588;0.586;0.573;2.938;93.734;0.93734
0.599;0.592;0.589;0.586;0.574;2.94;93.714;0.93714
0.599;0.592;0.589;0.587;0.574;2.941;93.694;0.93694
0.599;0.592;0.589;0.587;0.574;2.941;93.67;0.9367
0.599;0.592;0.589;0.587;0.574;2.941;93.655;0.93655
0.599;0.592;0.589;0.587;0.574;2.941;93.631;0.93631
0.599;0.592;0.589;0.587;0.574;2.941;93.636;0.93636
0.6;0.593;0.589;0.587;0.574;2.943;93.597;0.93597
0.6;0.593;0.589;0.587;0.574;2.943;93.563;0.93563
0.599;0.593;0.589;0.587;0.574;2.942;93.553;0.93553
0.599;0.593;0.589;0.587;0.574;2.942;93.538;0.93538
0.6;0.593;0.589;0.587;0.574;2.943;93.533;0.93533
0.6;0.593;0.59;0.588;0.575;2.946;93.494;0.93494
0.6;0.593;0.589;0.588;0.575;2.945;93.455;0.93455
0.6;0.593;0.589;0.588;0.574;2.944;93.445;0.93445
0.6;0.593;0.59;0.588;0.574;2.945;93.426;0.93426
0.6;0.593;0.59;0.588;0.574;2.945;93.401;0.93401
0.6;0.593;0.59;0.588;0.574;2.945;93.406;0.93406
0.6;0.594;0.59;0.588;0.575;2.947;93.382;0.93382
0.6;0.594;0.59;0.588;0.575;2.947;93.348;0.93348
0.6;0.594;0.59;0.588;0.575;2.947;93.333;0.93333
0.6;0.594;0.59;0.588;0.575;2.947;93.309;0.93309
0.6;0.594;0.59;0.588;0.575;2.947;93.294;0.93294
0.6;0.594;0.59;0.588;0.575;2.947;93.265;0.93265
0.6;0.594;0.59;0.588;0.575;2.947;93.245;0.93245
0.6;0.594;0.59;0.588;0.575;2.947;93.24;0.9324
0.6;0.594;0.59;0.588;0.575;2.947;93.235;0.93235
0.6;0.594;0.59;0.588;0.575;2.947;93.206;0.93206
0.6;0.594;0.59;0.588;0.575;2.947;93.182;0.93182
0.6;0.594;0.59;0.589;0.575;2.948;93.138;0.93138
0.601;0.594;0.59;0.589;0.575;2.949;93.128;0.93128
0.6;0.594;0.59;0.589;0.575;2.948;93.113;0.93113
0.6;0.594;0.59;0.589;0.575;2.948;93.113;0.93113
0.6;0.594;0.59;0.588;0.575;2.947;93.079;0.93079
0.6;0.594;0.59;0.589;0.575;2.948;93.035;0.93035
0.6;0.594;0.59;0.588;0.575;2.947;93.016;0.93016
0.6;0.594;0.59;0.588;0.576;2.948;93.006;0.93006
0.6;0.595;0.591;0.589;0.575;2.95;93.011;0.93011
0.601;0.595;0.591;0.589;0.576;2.952;92.967;0.92967
0.601;0.595;0.591;0.589;0.576;2.952;92.947;0.92947
0.6;0.595;0.591;0.589;0.576;2.951;92.942;0.92942
0.601;0.595;0.591;0.589;0.576;2.952;92.918;0.92918
0.601;0.595;0.591;0.589;0.576;2.952;92.903;0.92903
0.601;0.595;0.591;0.589;0.576;2.952;92.859;0.92859
0.601;0.595;0.591;0.589;0.576;2.952;92.845;0.92845
0.601;0.595;0.591;0.589;0.576;2.952;92.815;0.92815
0.601;0.595;0.591;0.589;0.576;2.952;92.81;0.9281
0.602;0.595;0.591;0.589;0.576;2.953;92.791;0.92791
0.601;0.595;0.592;0.589;0.576;2.953;92.752;0.92752
0.601;0.595;0.591;0.589;0.576;2.952;92.742;0.92742
0.602;0.596;0.592;0.59;0.577;2.957;92.737;0.92737
0.602;0.595;0.592;0.59;0.577;2.956;92.718;0.92718
0.602;0.596;0.592;0.59;0.577;2.957;92.703;0.92703
0.602;0.596;0.592;0.59;0.577;2.957;92.635;0.92635
0.602;0.596;0.592;0.59;0.577;2.957;92.639;0.92639
0.602;0.596;0.592;0.59;0.577;2.957;92.635;0.92635
0.602;0.596;0.592;0.59;0.577;2.957;92.62;0.9262
0.602;0.596;0.592;0.59;0.577;2.957;92.581;0.92581
0.602;0.596;0.592;0.59;0.577;2.957;92.552;0.92552
0.602;0.596;0.592;0.591;0.577;2.958;92.532;0.92532
0.602;0.596;0.592;0.591;0.577;2.958;92.522;0.92522
0.602;0.596;0.592;0.591;0.577;2.958;92.508;0.92508
0.602;0.596;0.592;0.591;0.578;2.959;92.517;0.92517
0.602;0.596;0.592;0.591;0.577;2.958;92.493;0.92493
0.602;0.596;0.592;0.591;0.578;2.959;92.439;0.92439
0.602;0.596;0.593;0.591;0.578;2.96;92.449;0.92449
0.602;0.596;0.593;0.591;0.578;2.96;92.41;0.9241
0.603;0.596;0.593;0.591;0.578;2.961;92.39;0.9239
0.603;0.596;0.593;0.591;0.578;2.961;92.346;0.92346
0.603;0.596;0.593;0.591;0.578;2.961;92.346;0.92346
0.603;0.597;0.593;0.591;0.578;2.962;92.332;0.92332
0.603;0.597;0.593;0.592;0.578;2.963;92.327;0.92327
0.603;0.597;0.593;0.591;0.578;2.962;92.303;0.92303
0.603;0.597;0.593;0.591;0.578;2.962;92.259;0.92259
0.604;0.597;0.593;0.591;0.578;2.963;92.244;0.92244
0.604;0.597;0.593;0.591;0.578;2.963;92.224;0.92224
0.604;0.597;0.593;0.592;0.578;2.964;92.229;0.92229
0.604;0.597;0.593;0.592;0.578;2.964;92.205;0.92205
0.604;0.597;0.593;0.592;0.578;2.964;92.146;0.92146
0.604;0.597;0.593;0.592;0.578;2.964;92.141;0.92141
0.604;0.597;0.593;0.592;0.578;2.964;92.122;0.92122
0.604;0.597;0.593;0.592;0.578;2.964;92.127;0.92127
0.604;0.597;0.593;0.592;0.578;2.964;92.102;0.92102
0.604;0.597;0.593;0.592;0.578;2.964;92.049;0.92049
0.604;0.597;0.593;0.592;0.578;2.964;92.039;0.92039
0.604;0.597;0.593;0.592;0.578;2.964;92.019;0.92019
0.604;0.597;0.593;0.592;0.578;2.964;92.024;0.92024
0.604;0.597;0.593;0.592;0.578;2.964;92;0.92
0.604;0.597;0.593;0.592;0.578;2.964;91.951;0.91951
0.604;0.597;0.593;0.592;0.578;2.964;91.946;0.91946
0.604;0.597;0.593;0.592;0.578;2.964;91.941;0.91941
0.604;0.597;0.593;0.592;0.578;2.964;91.892;0.91892
0.604;0.597;0.593;0.592;0.579;2.965;91.843;0.91843
0.604;0.597;0.593;0.592;0.579;2.965;91.848;0.91848
0.604;0.597;0.593;0.592;0.579;2.965;91.853;0.91853
