U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.629;0.623;0.616;0.619;0.614;3.0922;92.82;0.9282
0.63;0.624;0.617;0.62;0.615;3.0972;92.82;0.9282
0.629;0.623;0.616;0.619;0.615;3.0934;92.815;0.92815
0.629;0.623;0.616;0.619;0.614;3.0922;92.806;0.92806
0.63;0.624;0.617;0.619;0.615;3.096;92.757;0.92757
0.629;0.623;0.616;0.618;0.614;3.091;92.727;0.92727
0.63;0.624;0.617;0.62;0.615;3.0972;92.713;0.92713
0.629;0.624;0.617;0.619;0.615;3.0958;92.698;0.92698
0.629;0.624;0.617;0.619;0.615;3.0958;92.644;0.92644
0.629;0.624;0.617;0.62;0.615;3.097;92.639;0.92639
0.629;0.623;0.616;0.619;0.615;3.0934;92.635;0.92635
0.63;0.624;0.617;0.62;0.615;3.0972;92.63;0.9263
0.629;0.624;0.616;0.619;0.615;3.0946;92.615;0.92615
0.63;0.624;0.617;0.62;0.615;3.0972;92.6;0.926
0.63;0.625;0.618;0.62;0.616;3.1008;92.561;0.92561
0.63;0.624;0.617;0.62;0.616;3.0984;92.537;0.92537
0.63;0.624;0.617;0.62;0.615;3.0972;92.532;0.92532
0.63;0.625;0.618;0.62;0.616;3.1008;92.503;0.92503
0.63;0.625;0.618;0.62;0.616;3.1008;92.459;0.92459
0.629;0.624;0.617;0.62;0.615;3.097;92.429;0.92429
0.63;0.625;0.618;0.621;0.616;3.102;92.439;0.92439
0.63;0.624;0.617;0.62;0.616;3.0984;92.42;0.9242
0.63;0.625;0.618;0.621;0.616;3.102;92.415;0.92415
0.63;0.625;0.617;0.62;0.616;3.0996;92.405;0.92405
0.63;0.625;0.617;0.621;0.616;3.1008;92.346;0.92346
0.63;0.625;0.617;0.62;0.616;3.0996;92.337;0.92337
0.63;0.625;0.618;0.62;0.616;3.1008;92.327;0.92327
0.63;0.625;0.618;0.621;0.616;3.102;92.312;0.92312
0.63;0.625;0.618;0.621;0.616;3.102;92.293;0.92293
0.63;0.625;0.617;0.62;0.616;3.0996;92.244;0.92244
0.631;0.626;0.619;0.621;0.617;3.1058;92.244;0.92244
0.63;0.625;0.618;0.621;0.616;3.102;92.229;0.92229
0.63;0.625;0.618;0.62;0.616;3.1008;92.224;0.92224
0.631;0.626;0.619;0.622;0.617;3.107;92.21;0.9221
0.63;0.625;0.618;0.621;0.616;3.102;92.141;0.92141
0.63;0.625;0.618;0.621;0.616;3.102;92.141;0.92141
0.63;0.626;0.619;0.621;0.617;3.1056;92.117;0.92117
0.63;0.625;0.618;0.621;0.617;3.1032;92.083;0.92083
0.63;0.625;0.618;0.621;0.616;3.102;92.063;0.92063
0.631;0.626;0.619;0.622;0.617;3.107;92.039;0.92039
0.63;0.625;0.618;0.62;0.616;3.1008;92.053;0.92053
